train_id,name,item_condition_id,brand_name,price,shipping,item_description,category_1,category_2,category_3,log_price,ship_chr,brand,model,year,origin_price ($),origin_price_sub_min,origin_price_sub_median,memory(GB),CPU (type),new_cpu,CPU (GHz),OS version,screen inch,storage (GB),cellular (YN),accessories (YN),accessories,locked (YN),etc,cpu_cnt,GHz,ship_fee_included
482339,iPad mini on hold for jayli,3,Apple,95,1,"Good condition iPad mini , nothing is wrong with it , I just never use it anymore. Perfect for iMessage,FaceTime, videos and movies and so much more. Charger not included , price negotiable",Electronics,Computers & Tablets,iPad,4.553876892,free,Apple,iPad mini ,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
484992,iPad Mini 2 32GB,1,Apple,180,1,Brand New Never Used Comes With All Accessories,Electronics,Computers & Tablets,iPad,5.192956851,free,Apple,iPad Mini 2 ,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,Y,all accessories,N,,2.0,1.3,No
485834,Ipad mini,3,Apple,80,1,iPad will be factory reset and unlocked. It's in great shape. There's a scratch as displayed in picture 4. Other than that everything works great. Comes with charger,Electronics,Computers & Tablets,iPad,4.382026635,free,Apple,Ipad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger,N,,2.0,1.0,No
490864,Ipad Mini 16gb White,2,Apple,137,1,"Tablet in mint condition. It has an incredibly long battery life as most apple products do. It has no problems physically or with the I cloud. I have literally no complaints about this tablet. It comes with a charger. (iCloud is not locked) Not currently negotiating prices for this item. Please, ask questions if you feel something is unclear. Thank you or looking!",Electronics,Computers & Tablets,iPad,4.919980926,free,Apple,Ipad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger,N,,2.0,1.0,No
492839,IPad mini 16GB MD531LL/A works great,3,Apple,151,0,No password No iCloud account Nice shape and works great Comes with brand new charger Original box,Electronics,Computers & Tablets,iPad,5.017279837,paid,Apple,IPad mini ,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger,N,,2.0,1.0,Yes
494373,iPad Mini 2 - 16gb,2,Apple,173,0,"EUC iPad Mini 2. It is 16gb. Barely used, I have an iPhone 6+ so I just don't have much use for it. It has always been in a case with a protective screen cover. No scratches! I will Include the apple smart case with it (retails for [rm]) but unfortunately I do not have a charger. Please feel free to ask me any questions! This retails for 350, and because of the 10% seller fee the price is firm! WiFi only.",Electronics,Computers & Tablets,iPad,5.153291594,paid,Apple,iPad Mini 2 ,2013.0,350,350.0,350.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,Y,case,N,,2.0,1.3,Yes
495634,iPad 2 16gb,3,Apple,130,0,"Haven't used my iPad for a while. 16gb iPad 2 with Wifi near mint condition, no scratch. Selling it for [rm]. Comes with original packaging, screen protector and leather case.",Electronics,Computers & Tablets,iPad,4.86753445,paid,Apple,iPad 2,2011.0,629,629.0,629.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,Y,Y,all accessories,N,,2.0,1.0,Yes
499619,Apple iPad 1st generation silv/blk 16 gb,3,Apple,50,1,"Used but in good condition 16 gb , no built in wifi but is wifi accessible black screen, silver back. 9.7"" 1 slight dent and some scratches on back. Factory reset as if fresh out of the box Screen is Perfect! PRICE REDUCED FOR QIUCK SALE AND SAME DAY SHIPPING!",Electronics,Computers & Tablets,iPad,3.912023005,free,Apple,iPad 1,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,No
501701,iPad Mini 2,3,Apple,116,0,"It has not been used too much, it has 16 Gb and it's got one crack on the top left corner. It will come with the charger, but not with the original box. Overall, it's still a very good working iPad Mini 2.",Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad Mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,Y,charger,N,,2.0,1.3,Yes
501883,Ipad Mini 2 Brand New Wifi + Cellular,3,Apple,160,1,"Brand New Not iCloud locked Sim unlocked Comes with case, 16 gigS",Electronics,Computers & Tablets,iPad,5.075173815,free,Apple,Ipad Mini 2 ,2013.0,529,529.0,529.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,Y,Y,case,N,,2.0,1.3,No
502496,IPad mini,2,Apple,131,0,IPad mini white,Electronics,Computers & Tablets,iPad,4.875197323,paid,Apple,IPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
503230,iPad 4th Generation,3,Apple,150,1,"Great iPad, works wonderfully, little cracks in glass on the bottom of the screen (as shown in picture) but nothing too bad. 16 gb. iPad-4th generation A1458 on the iPad (4th generation) Wi-Fi White front bezel 9.7-inch Retina display Lightning connector The micro-SIM tray is on the right side on iPad (4th generation) Wi-Fi FaceTime HD and iSight cameras",Electronics,Computers & Tablets,iPad,5.010635294,free,Apple,iPad 4,2014.0,499,499.0,499.0,1.0,Apple A6X ,quad core,1.4 GHz,iOS 10.3,9.7,16.0,N,N,,N,,4.0,1.4,No
505253,IPad Mini,1,Apple,109,1,Never been used. Still wrapped. Charger and earphones included.,Electronics,Computers & Tablets,iPad,4.691347882,free,Apple,IPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,Charger \ earphones ,N,,2.0,1.0,No
506201,iPad Air 2,2,Apple,281,0,64g / Wifi only,Electronics,Computers & Tablets,iPad,5.638354669,paid,Apple,iPad Air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,N,,N,,3.0,1.5,Yes
506261,iPad,4,Apple,35,1,iPad mini first generation Wifi edition Storage unknown iOS unknown **ICLOUD LOCKED**CAN NOT BE ACTIVATED** **Be sure to read my bio before buying. Thank you**,Electronics,Computers & Tablets,iPad,3.555348061,free,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,N,,Y,,1.0,1.0,No
511311,IPad Mini 2,3,Apple,31,0,In Good Condition Needs New Screen Message Me For Icloud Information NO Credits MESSAGE ME I WIL SHIP SAME DAY HURRY AND BUY SOMEONE-NEED GONE IMEI/SERIAL INFO IS : F9FQMHSGFCMS,Electronics,Computers & Tablets,iPad,3.433987204,paid,Apple,IPad Mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
515319,Ipad mini 3,2,Apple,171,0,"Its only a year old, no scratches on the back at all. Literally perfect condition. I just put a new screen protector on it so it wont need one for awhile. Comes with charger and it isnt broke and is in good shape.",Electronics,Computers & Tablets,iPad,5.141663557,paid,Apple,Ipad mini 3,2014.0,399,399.0,399.0,1.0,	Dual-core,dual core,1.3 GHz Cyclone (ARM v8-based),iOS 8.1,7.9,16.0,N,Y,charger,N,,2.0,1.3,Yes
517076,IPAD Mini 2,2,Apple,106,0,iPad Mini 2. Hardly used. Excellent condition. [rm] obo,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,IPAD Mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
517157,Ipad Mini 2 16gb A1489 - FOR PARTS ONLY,5,Apple,40,1,Doesnt turn on. Only for parts.,Electronics,Computers & Tablets,iPad,3.688879454,free,Apple,Ipad Mini 2 ,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,No
519026,IPad mini 1st generation,3,Apple,81,0,"16g WiFi. Works perfect. Screen is clean no cracks, breaks or scraps. Some scuffs on back and edges nothing major. Will come with charging cord.",Electronics,Computers & Tablets,iPad,4.394449155,paid,Apple,IPad mini 1,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charging cord,N,,2.0,1.0,Yes
520165,iPad mini,3,Apple,125,1,16 gb Unlocked iCloud,Electronics,Computers & Tablets,iPad,4.828313737,free,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
521650,IPad 64GB 1st Generation,3,Apple,76,0,"64GB IPad, no camera. Updated to iOS 3 or 5, it has been factory reset so I can't check which one. Screen protector and case have always been on it, charging cord only is included; along with the case. Great condition.",Electronics,Computers & Tablets,iPad,4.33073334,paid,Apple,IPad 1,2010.0,699,699.0,699.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,64.0,N,Y,charging cord \ case,N,,1.0,1.0,Yes
524081,IPad Air 2 for sale,3,Apple,200,1,Great condition IPad! Read the description. Wifi/Cellular Usage iPad Air 2 Used since December,Electronics,Computers & Tablets,iPad,5.298317367,free,Apple,IPad Air 2,2014.0,629,629.0,629.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,16.0,Y,N,,N,,3.0,1.5,No
524590,iPad Air 32GB,1,Apple,209,0,Brand new. 32 GB wifi and Bluetooth enabled iPad. Never used. The seal is still on the device. Box has broken seal. No charger. Works with any iPhone charger. Second generation. Retails [rm]-550. Selling for [rm]. Pick up in Hollister.,Electronics,Computers & Tablets,iPad,5.342334252,paid,Apple,iPad Air ,2013.0,599,599.0,599.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,32.0,N,N,,Y,,2.0,1.3,Yes
529058,iPad mini 1,3,Apple,125,1,16 gb Comes with case. Doesn't come with charger or accessories but will come with original box. In great condition. iCloud reset and ready to be used. PRICE IS FIRM!,Electronics,Computers & Tablets,iPad,4.828313737,free,Apple,iPad mini 1,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,original box,N,,2.0,1.0,No
530840,iPad mini 16 GB,3,Apple,110,1,Used but perfectly functional. Screen in fair condition. A minor dent and scratches on the back.,Electronics,Computers & Tablets,iPad,4.700480366,free,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
531882,iPad 3rd Generation 32gb,3,Apple,56,0,Excellent condition,Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,iPad 3,2012.0,599,599.0,599.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,32.0,N,N,,N,,2.0,1.0,Yes
532120,iPad mini,2,Apple,101,1,"iPad mini 16gb , 1st generation for sale. Like new! Not a scratch on it. Always kept in a case. Sold as is, no box and no charger. Wifi only",Electronics,Computers & Tablets,iPad,4.615120517,free,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,No
534010,Apple IPad 3rd gen - cracked screen 64GB,4,Apple,66,0,iPad A1403. Works just fine but does have cracked screen towards bottom of iPad and near button. You can decide if you want to replace the screen or you can use as is. 64GB.,Electronics,Computers & Tablets,iPad,4.189654742,paid,Apple,IPad 3,2012.0,699,699.0,699.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,64.0,N,N,,N,,2.0,1.0,Yes
537719,iPad mini 1 16gbs,3,Apple,120,1,"I'm selling my iPad mini 1. Comes with a smart iPad cover case. Works perfectly fine, will be reset to factory settings before shipping out. Might have some minor scratches on the back but nothing major. It's been in a case most of the time I've had it. Comes with charger. Comes with original box.",Electronics,Computers & Tablets,iPad,4.787491743,free,Apple,iPad mini 1,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,original box \ charger \ case,N,,2.0,1.0,No
548337,Apple iPad 3 16gb,2,Apple,126,0,"No issues. No cracks or scratches on the front or the back, as shown in the photos. Just got the iPad Pro for myself, so it???time to say goodbye to my old friend. Please serious buyers only.. will unlock and ship when bought.. Comes with charger and box",Electronics,Computers & Tablets,iPad,4.836281907,paid,Apple,iPad 3,2012.0,499,499.0,499.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,16.0,N,Y,charger \ box,N,,2.0,1.0,Yes
550560,IPad mini black 16G hold for Nanyviz,2,Apple,91,0,Completely brand new look iPad mini since it's in the case all the time since activation. Definitely no scratches and the screen is factory-original. It'll come out with the case for free :)) Update: Sry I didn't notice that there's a little dent where you could see it in the last slide of pics. Besides it I promise all are brand new looking. :)) **** it will come with a charger and a case!!**** ****NEGOTIABLE****,Electronics,Computers & Tablets,iPad,4.510859507,paid,Apple,IPad mini ,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger \ case,N,,2.0,1.0,Yes
552285,iPad first generation,4,Apple,51,0,iPad first generation. 32GB. Model number A1219. Fair condition some scratches on the screen and some marks on the back as pictured. Comes with the charger. Still works perfectly.,Electronics,Computers & Tablets,iPad,3.931825633,paid,Apple,iPad 1,2010.0,599,599.0,599.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,32.0,N,Y,charger,N,,1.0,1.0,Yes
556324,Brand new sealed Apple Ipad mini 4,1,Apple,300,1,"Brand new sealed Apple Ipad mini 4 , never open or used has apples 1 full year warranty, silver color. 16gb",Electronics,Computers & Tablets,iPad,5.703782475,free,Apple,Ipad mini 4,2015.0,399,399.0,399.0,2.0,Apple A8(Dual Core),dual core,1.5 GHz,iOS 9,7.9,16.0,N,Y,all accessories,N,,2.0,1.5,No
557764,iPad Mini 1st Generation Activation Lock,4,Apple,30,0,Activation Lock on this iPad mini. Sold as is. 1st generation. Charger not included. Price negotiable,Electronics,Computers & Tablets,iPad,3.401197382,paid,Apple,iPad Mini 1,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,All accessories except charger,Y,,2.0,1.0,Yes
558402,iPad mini,3,Apple,30,1,One crack along the left side,Electronics,Computers & Tablets,iPad,3.401197382,free,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
563560,Ipad air 2 disabled,2,Apple,136,0,Apple iPad air 2 Kids disabled it and i dont know how to unlock it and dont have time to mess with it its a 64gb wifi only i dont have a iTunes account so i cant unlock it Obo,Electronics,Computers & Tablets,iPad,4.912654886,paid,Apple,Ipad air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,N,,Y,,3.0,1.5,Yes
570129,iPad Air brand new - free shipping,1,Apple,190,1,16gb - [rm] per iPad.,Electronics,Computers & Tablets,iPad,5.247024072,free,Apple,iPad Air ,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,16.0,N,N,,N,,2.0,1.3,No
572227,iPad Mini,2,Apple,115,1,Bought this used and don't use it as much as I thought I would. iPad mini 16GB WIFI ONLY. got it from a mom and pop shop for [rm] and they placed a second piece of glass to prevent scratches or being shattered. Will also include case. (No box or charger),Electronics,Computers & Tablets,iPad,4.744932128,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,No
572678,iPad Mini 2,3,Apple,159,0,"iPad mini 2, perfect condition barley used. Has always had a screen protector on so no scratches on actual screen! Has been completely reset so it's like brand new! Comes with pink polkadot case.",Electronics,Computers & Tablets,iPad,5.068904202,paid,Apple,iPad Mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,Y,case,N,,2.0,1.3,Yes
572879,SALE!!!! iPad mini,2,Apple,106,0,iPad mini. In PERFECT condition! Absolutely nothing wrong with it. I haven't got that much use out of it so that is why I am selling. 16gb. Unlocked. First generation. Comes with charger. Price is firm. I will make sure it is shipped securely so it arrives in perfect condition.,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple, iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger,N,,2.0,1.0,Yes
575624,Ipad air 2 32gb Gold,1,Apple,369,1,New In box gold ipad air 2 32gb Gold WiFi,Electronics,Computers & Tablets,iPad,5.910796644,free,Apple,Ipad air 2 ,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,N,,N,,3.0,1.5,No
576786,ipad 4 (read description),2,Apple,46,0,"it has an activation lock. if you can figure out how to unlock it, its yours. its in perfect condition other than that.",Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,ipad 4 ,2014.0,499,499.0,499.0,1.0,Apple A6X ,quad core,1.4 GHz,iOS 10.3,9.7,16.0,N,N,,Y,,4.0,1.4,Yes
577259,iPad 64g 1st Generation,3,Apple,56,0,"Excellent Condition iPad 64g 1st Generation! Have USB plug as well! Defaulted to factory settings. Model # MB294LL-no cracks,dents or scratches on glass, on back few minor scuffs",Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,iPad 1,2010.0,699,699.0,699.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,64.0,N,Y,USB plug,N,,1.0,1.0,Yes
579390,iPad,3,Apple,149,0,"iPad in great condition, everything works perfectly never had any issues. Only selling to pay for some college textbooks. Comes with case as well :)",Electronics,Computers & Tablets,iPad,5.0039463060000005,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,Y,case,N,,1.0,1.0,Yes
581176,iPad Air 32GB,3,Apple,126,0,"Obviously the screen is cracked, doesn't affect anything internally on the device, it currently isn't reset because if it doesn't sell quickly I don't want a useless iPad, it will be reset before shipping and I will post picture proof, 32GB wifi model 1st gen iPad Air, comes with charger and charger box, no original box. Physically the screen is broken but perfect in performance",Electronics,Computers & Tablets,iPad,4.836281907,paid,Apple,iPad Air,2013.0,599,599.0,599.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,32.0,N,Y,charger \ charger box,N,,2.0,1.3,Yes
581289,iPad Pro 12.9 for parts only,4,Apple,176,0,"iPad Pro for Parts 12.9 128 GB Comes with detachable smart keyboard Price is negotiable, need gone asap iCloud Lock Yes, it's fully functional Need this gone! Taking up space Please ask questions before buying LOW BALLERS WILL BE IGNORED Price is FIRM due to selling fee. Bid/Paid this over [rm] on eBay. MY LOST IS YOUR GAIN",Electronics,Computers & Tablets,iPad,5.170483995,paid,Apple,iPad Pro,2015.0,949,949.0,949.0,4.0,Apple A9X(Dual core),dual core,2.26 GHz,iOS 9,12.9,128.0,N,N,,Y,,2.0,2.26,Yes
581458,iPad Mini 16 GB,3,Apple,65,1,"In great condition, only a little damage on left corner. Comes with charger and choice of case. Open to offers!",Electronics,Computers & Tablets,iPad,4.17438727,free,Apple,iPad Mini ,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,charger \ case,N,,2.0,1.0,No
586860,BRAND NEW APPLE IPAD,1,Apple,271,0,Wi-Fi 32GB SPACE GRAY Brand new sealed in box,Electronics,Computers & Tablets,iPad,5.602118821,paid,Apple,iPad,2010.0,599,599.0,599.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,32.0,N,Y,all accessories,N,,1.0,1.0,Yes
587946,iPad 1st generation,3,Apple,75,1,"16gb. Excellent condition, has been FACTORY RESET. Has small dent in corner of frame as shown in last pic. This is perfect to let little kids get used to pads without the worry of losing a lot of money!! Lol",Electronics,Computers & Tablets,iPad,4.317488114,free,Apple,iPad 1,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,No
588941,iPad Mini,2,Apple,88,1,Apple iPad mini. Super great condition. Only used a number of times. Latest software is up to date.,Electronics,Computers & Tablets,iPad,4.477336814,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
589188,Ipad first generation,2,Apple,81,0,Used once. Kid didn't care for it. 16 gb. 9.5 inch screen. Comes with a green case. Original charger and box.,Electronics,Computers & Tablets,iPad,4.394449155,paid,Apple,Ipad 1,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,Y,original box \ charger \ case,N,,1.0,1.0,Yes
590647,IPad,2,Apple,126,0,IPad 2 16GB. No cracks. No scratches. Comes in box. Charger NOT included.,Electronics,Computers & Tablets,iPad,4.836281907,paid,Apple,Ipad 2,2010.0,499,499.0,499.0,0.512,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,16.0,N,Y,only box,N,,1.0,1.0,Yes
590958,iPad mini 2,2,Apple,156,0,16GB. WiFi only. Retina Display. Model A1489. No box or charger. Fresh out the box. Has screen protector. Any questions let me know,Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,iPad mini 2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,Y,screen protector,N,,2.0,1.3,Yes
594350,Ipad2,3,Apple,145,1,"Silver,16gigs WiFi only,camera, comes with otter box.Great shape I just upgraded.This is not locked & the otter box on it I gave [rm] for.Screen & everything in great shape.also comes with changer.Additional pics upon request.",Electronics,Computers & Tablets,iPad,4.976733742,free,Apple,Ipad2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,charger,N,,2.0,1.0,No
596293,Apple iPad Air 2 64GB Space Gray,3,Apple,236,0,"This iPad works great! There are two cons. The back, as seen in the photos, has a square around the border from the previous case. Also, the mic does not work so you can't use Siri, but the sound works great. Other than that this is a really good iPad Air 2. Found it to be too big for me, so I got a mini instead. Comes with a folio case.",Electronics,Computers & Tablets,iPad,5.463831805,paid,Apple,iPad Air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,Y,case,N,,3.0,1.5,Yes
596499,1st Generation Ipad,3,Apple,54,0,"Still in really condition. One tiny dent in the back of it. Works great and comes with brand new charger. It is wiped clean and ready to use. It is Wifi and Cellular Use 64gb. This ipad would be good for a younger child to watch videos on or play games, as it only runs ios5.",Electronics,Computers & Tablets,iPad,3.988984047,paid,Apple,Ipad 1,2010.0,829,829.0,829.0,0.256,Apple A4(single core),single core,1.0 GHz,iOS 3.2,9.7,64.0,Y,Y,charger,N,,1.0,1.0,Yes
598725,Ipad 2,5,Apple,41,0,Ipad 2 64GB THIS WILL SELL QUICKLY. As you can see the Screen turns on. For parts or if you want to fix. LCD is out. Things i can tell that work fine is Charging port power button lock button. both cameras seem to look fone without cracks. any other questions let me know. Power button work Asking [rm] obo just on parts that you can save is about [rm] minimal.,Electronics,Computers & Tablets,iPad,3.713572067,paid,Apple,Ipad 2,2011.0,699,699.0,699.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,64.0,N,N,,N,,2.0,1.0,Yes
598811,iPad mini 2,2,Apple,216,0,"Been reset, only used a few times and nothing wrong with it. 32 gb Come with charging lightning cord and USB charging adapter you plug in and pink defender otterbox",Electronics,Computers & Tablets,iPad,5.375278408,paid,Apple,iPad mini 2,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,Y,otterbox \ charger,N,,2.0,1.3,Yes
599504,iPad Air,2,Apple,256,0,"No scratches or dents, perfect condition. Comes with pink smart case",Electronics,Computers & Tablets,iPad,5.545177444,paid,Apple,iPad Air,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,16.0,N,Y,case,N,,2.0,1.3,Yes
604791,iPad 1 Mini On Hold,3,Apple,44,0,"The iPad still turns on and works just fine, the one flaw is that the screen is cracked. I would invest the money to get it fixed, but I just don't use it anymore.",Electronics,Computers & Tablets,iPad,3.784189634,paid,Apple,iPad mini 1,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
607655,Gold iPad mini 4,3,Apple,70,1,Screen is cracked pretty bad. Replacement at the mall costs [rm]. The iPad is also iCloud locked . I know a lot of places unlock apple products as well. My brother gave me this but I already have one so I don't have any use for it or to but any money into it .,Electronics,Computers & Tablets,iPad,4.248495242,free,Apple,iPad mini 4,2015.0,399,399.0,399.0,2.0,Dual core,dual core,1.5 GHz,iOS 9,7.9,16.0,N,N,,Y,,2.0,1.5,No
608213,iPad mini,1,Apple,110,1,16 GB iPad mini. No scratches or broken glass. Have no need for this anymore in perfect condition. Has no charger or headphones only the iPad and the original case,Electronics,Computers & Tablets,iPad,4.700480366,free,Apple,iPad mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,No
608491,Ipad 2 (16gb),3,Apple,70,1,Black 16gb ipad 2 in good working condition. Ipad has been reset and is ready to be shipped. Included is the wall charger. Ipad has a couple scratches on the back and on the front but are not noticable. Has cellular with verizon.,Electronics,Computers & Tablets,iPad,4.248495242,free,Apple,Ipad 2 ,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,charger,N,,2.0,1.0,No
609409,iPad 2 16gb silver/white,3,Apple,116,0,"I bought this back in 2012. I've never used it more then to stream Netflix back when I first got it. I haven't used it for probably 2 years now. There's nothing wrong with it, still works/turns on fine. I have a new iPad mini now so there's no point in having 2 iPads. I always had a case on it so there's no scratches or any other damage to the outside of it. I'll even send the Vera Bradley case I have for it, unless requested that I don't. Willing to negotiate the price, but won't accept low ball offers. Charger not included. My husband still has a iPad 2, and we only have one charger. I will have it fully charged upon shipping though.",Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,case,N,,2.0,1.0,Yes
610028,iPad 2,3,Apple,106,0,I had it for a while. I just don't use it anymore. The charger is included when you purchase. Nothing is wrong with it. Just normal wear,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,case,N,,2.0,1.0,Yes
